ST_CASE,YEAR,STATE,COUNTY,FATALS,A_CRAINJ,A_REGION,A_RU,A_INTER,A_RELRD,A_INTSEC,A_ROADFC,A_JUNC,A_MANCOL,A_TOD,A_DOW,A_CT,A_WEATHER,A_LT,A_MC,A_SPCRA,A_PED,A_PED_F,A_PEDAL,A_PEDAL_F,A_ROLL,A_POLPUR,A_POSBAC,A_D15_19,A_D16_19,A_D15_20,A_D16_20,A_D65PLS,A_D21_24,A_D16_24,A_RD,A_HR,A_DIST,A_DROWSY,BIA,SPJ_INDIAN,INDIAN_RES
340497,2020,34,11,1,1,2,2,2,1,1,5,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340498,2020,34,29,1,1,2,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340499,2020,34,25,1,1,2,2,2,1,1,3,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340500,2020,34,7,2,1,2,2,2,1,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340501,2020,34,13,1,1,2,2,2,4,2,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340502,2020,34,41,1,1,2,1,2,1,2,4,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340503,2020,34,7,1,1,2,2,2,3,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0
340504,2020,34,11,1,1,2,2,2,1,1,4,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
340505,2020,34,3,1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340506,2020,34,7,1,1,2,2,1,4,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340507,2020,34,1,1,1,2,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
340508,2020,34,15,1,1,2,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340509,2020,34,23,1,1,2,2,1,6,3,1,4,1,1,1,1,99,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340510,2020,34,17,1,1,2,2,2,1,1,4,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340511,2020,34,31,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340512,2020,34,13,1,1,2,2,2,1,1,3,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340513,2020,34,7,1,1,2,2,2,1,2,4,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340514,2020,34,5,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340515,2020,34,23,1,1,2,2,2,1,1,3,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340516,2020,34,41,1,1,2,2,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340517,2020,34,27,1,1,2,2,2,2,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,1,1,2,2,0,0,0
340518,2020,34,17,1,1,2,2,2,1,1,4,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340519,2020,34,25,1,1,2,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340520,2020,34,23,1,1,2,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340521,2020,34,5,1,1,2,2,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340522,2020,34,39,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340523,2020,34,31,1,1,2,2,2,1,2,3,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340524,2020,34,39,1,1,2,2,2,1,1,4,1,1,1,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340525,2020,34,39,1,1,2,2,2,4,2,2,3,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
340526,2020,34,7,1,1,2,2,2,4,2,5,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340527,2020,34,39,1,1,2,2,2,1,1,3,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340528,2020,34,39,1,1,2,2,2,1,2,6,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340529,2020,34,41,1,1,2,2,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340530,2020,34,39,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340531,2020,34,21,1,1,2,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
340532,2020,34,23,1,1,2,2,2,1,1,4,1,4,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340533,2020,34,15,1,1,2,2,2,1,2,3,2,3,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340534,2020,34,15,1,1,2,2,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340535,2020,34,13,1,1,2,2,2,6,3,5,4,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
340536,2020,34,3,1,1,2,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340537,2020,34,33,2,1,2,1,2,4,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340538,2020,34,5,1,1,2,2,2,1,2,3,2,5,2,1,3,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340539,2020,34,11,1,1,2,1,2,1,2,3,2,5,1,1,3,1,1,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,1,2,2,2,0,0,0
340540,2020,34,25,1,1,2,2,2,4,2,3,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340541,2020,34,11,1,1,2,3,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340542,2020,34,31,2,1,2,2,2,1,2,3,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340543,2020,34,29,1,1,2,2,2,1,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
340544,2020,34,3,1,1,2,2,2,1,1,4,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
340545,2020,34,31,2,1,2,2,2,3,2,2,2,1,2,1,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
340546,2020,34,29,1,1,2,2,2,1,2,5,3,4,2,1,3,10,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
340547,2020,34,1,1,1,2,2,2,1,1,3,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
340548,2020,34,13,1,1,2,2,2,1,2,6,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
340549,2020,34,13,1,1,2,2,2,1,2,4,2,4,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
340550,2020,34,13,1,1,2,2,2,1,2,4,2,5,2,1,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340551,2020,34,13,1,1,2,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
340552,2020,34,13,1,1,2,2,2,1,1,4,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
340553,2020,34,13,1,1,2,2,2,4,1,5,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350001,2020,35,49,1,1,6,2,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350002,2020,35,43,1,1,6,1,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1
350003,2020,35,1,1,1,6,2,2,1,2,3,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350004,2020,35,49,1,1,6,2,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
350005,2020,35,1,1,1,6,2,2,1,1,6,1,4,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350006,2020,35,17,2,1,6,1,2,1,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
350007,2020,35,6,1,1,6,1,1,1,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
350008,2020,35,49,1,1,6,2,2,4,2,3,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,1
350009,2020,35,45,1,1,6,1,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350010,2020,35,6,1,1,6,1,1,4,2,1,3,1,2,2,3,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,1,1,1
350011,2020,35,15,1,1,6,1,2,1,2,5,2,3,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350012,2020,35,47,1,1,6,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,0,0,0
350013,2020,35,49,2,1,6,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
350014,2020,35,13,1,1,6,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350015,2020,35,53,2,1,6,1,2,1,1,4,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
350016,2020,35,49,1,1,6,1,1,4,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350017,2020,35,1,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350018,2020,35,31,1,1,6,1,1,1,2,1,2,5,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
350019,2020,35,1,1,1,6,2,2,1,1,4,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
350020,2020,35,45,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350021,2020,35,31,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
350022,2020,35,43,1,1,6,1,1,4,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1
350023,2020,35,25,1,1,6,1,2,1,2,5,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0
350024,2020,35,15,1,1,6,2,2,1,2,3,2,1,1,1,1,10,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350025,2020,35,15,1,1,6,2,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,1,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350026,2020,35,33,1,1,6,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350027,2020,35,1,1,1,6,2,2,1,1,3,1,3,2,2,2,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350028,2020,35,43,1,1,6,1,2,4,2,6,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350029,2020,35,47,1,1,6,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
350030,2020,35,59,1,1,6,1,2,4,2,4,2,1,2,1,1,6,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,2,0,0,0
350031,2020,35,25,1,1,6,2,2,1,2,6,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
350032,2020,35,1,1,1,6,2,2,1,2,3,3,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
350033,2020,35,1,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350034,2020,35,5,1,1,6,2,2,1,1,6,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
350035,2020,35,1,2,1,6,2,2,1,1,3,1,7,2,1,2,1,2,2,1,2,2,2,2,1,1,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
350036,2020,35,57,1,1,6,1,2,1,2,3,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
350037,2020,35,31,1,1,6,1,1,1,2,1,2,7,1,1,2,4,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
350038,2020,35,1,1,1,6,2,2,1,1,3,1,4,2,1,2,1,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,1,1,2,2,0,0,0
350039,2020,35,45,1,1,6,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350040,2020,35,1,1,1,6,2,2,1,2,3,3,1,1,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350041,2020,35,13,1,1,6,2,2,1,1,4,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,0,0,0
350042,2020,35,25,1,1,6,1,2,1,2,3,2,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350043,2020,35,31,1,1,6,2,2,1,2,3,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350044,2020,35,13,1,1,6,2,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
350045,2020,35,1,1,1,6,2,2,1,2,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,1,2,2,0,0,0
350046,2020,35,1,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
350047,2020,35,1,1,1,6,2,1,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350048,2020,35,47,1,1,6,1,2,1,2,5,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
350049,2020,35,13,2,1,6,1,2,4,1,6,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,2,0,0,0
350050,2020,35,5,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
350051,2020,35,49,1,1,6,1,1,4,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350052,2020,35,15,1,1,6,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350053,2020,35,6,1,1,6,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350054,2020,35,45,1,1,6,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,1,1,1
350055,2020,35,1,1,1,6,2,1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350056,2020,35,15,1,1,6,1,2,1,1,3,1,4,1,1,2,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
350057,2020,35,49,1,1,6,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
350058,2020,35,49,1,1,6,2,2,1,2,3,2,3,2,1,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350059,2020,35,1,1,1,6,2,2,3,1,3,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
350060,2020,35,1,1,1,6,2,1,1,2,1,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
350061,2020,35,5,1,1,6,2,2,1,1,3,1,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,0,0,0
350062,2020,35,47,1,1,6,1,2,1,2,5,3,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
350063,2020,35,55,1,1,6,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350064,2020,35,1,1,1,6,2,2,1,1,3,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,0,0,0
350065,2020,35,1,1,1,6,2,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350066,2020,35,13,1,1,6,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
350067,2020,35,49,1,1,6,1,1,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350068,2020,35,31,1,1,6,1,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350069,2020,35,47,1,1,6,1,1,4,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350070,2020,35,1,1,1,6,2,1,1,2,1,3,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,2,0,0,0
350071,2020,35,29,1,1,6,1,2,1,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,1,0,0,0
350072,2020,35,13,1,1,6,1,2,4,2,4,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350073,2020,35,45,3,1,6,1,2,1,2,4,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350074,2020,35,13,2,1,6,2,1,1,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,0,0,0
350075,2020,35,6,1,1,6,1,1,1,2,1,3,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
350076,2020,35,25,1,1,6,1,2,2,2,4,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350077,2020,35,1,1,1,6,2,2,1,1,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,0,0
350078,2020,35,25,1,1,6,1,2,4,2,3,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350079,2020,35,15,1,1,6,1,2,1,2,5,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350080,2020,35,49,1,1,6,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
350081,2020,35,23,1,1,6,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350082,2020,35,5,1,1,6,2,2,1,2,3,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350083,2020,35,1,1,1,6,2,1,4,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
350084,2020,35,6,2,1,6,1,1,1,2,1,2,2,2,2,3,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
350085,2020,35,17,1,1,6,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
350086,2020,35,29,1,1,6,1,1,3,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,0,0,0
350087,2020,35,25,1,1,6,1,2,3,2,4,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350088,2020,35,1,1,1,6,2,2,1,1,4,1,4,1,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,1,1,2,0,0,0
350089,2020,35,1,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
350090,2020,35,15,1,1,6,1,2,1,2,4,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,1,2,0,0,0
350091,2020,35,29,1,1,6,1,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,0,0,0
350092,2020,35,7,1,1,6,1,1,3,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350093,2020,35,1,1,1,6,2,2,1,2,3,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
350094,2020,35,1,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
350095,2020,35,1,1,1,6,2,2,1,1,3,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,0,0,0
350096,2020,35,49,1,1,6,2,1,4,2,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,0,0,0
350097,2020,35,55,1,1,6,1,2,1,2,5,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,1,1,1
350098,2020,35,13,1,1,6,2,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
350099,2020,35,1,1,1,6,2,2,1,1,5,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
350100,2020,35,7,1,1,6,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
350101,2020,35,1,1,1,6,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,0,0,0
350102,2020,35,35,1,1,6,1,2,4,2,4,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
